% Author, Ryan Smith
% Context, Electrostatics (1 volt electrode on bottom center--top related grounded--sides zero charge)
% Context, Laminar Flow (developed fluid flow, pressure driven, inlet left, outlet right)
% Geometry, 100um height x 300um width
% Model,ChannelWithEs_Real.mph
% Version,COMSOL 4.3.0.233
% Date,"Sep 4 2013, 00:40"
% Dimension,2
% Nodes,750
% Expressions,4
% Description,"Velocity field, x component, Velocity field, y component, DEP field, x component, DEP field, y component"
% Length unit,m
% x,y,u (m/s),v (m/s),d(es.normE^2,x) (m*kg^2/(s^6*A^2)),d(es.normE^2,y) (m*kg^2/(s^6*A^2))
3.000000000000001E-6,3.3333333333333337E-6,6.147306064025316E-7,1.337105500281308E-7,1.1025322737366531E10,1.2168343969603418E10
9.000000000000002E-6,3.3333333333333337E-6,4.6171373055641266E-7,5.975667797078961E-9,3.3690543090072353E10,1.207119417378259E10
1.5000000000000005E-5,3.3333333333333337E-6,4.633181054643895E-7,-6.757058622307198E-9,5.7123098746236E10,1.238965022270257E10
2.100000000000001E-5,3.3333333333333337E-6,4.826170757347968E-7,-6.800158464321774E-9,8.396251298649495E10,1.1762620997650364E10
2.7000000000000006E-5,3.3333333333333337E-6,5.031409944255101E-7,-5.918064323217729E-9,1.1503955041234799E11,1.1168681968955208E10
3.300000000000001E-5,3.3333333333333337E-6,5.195196330470131E-7,-4.340487764779969E-9,1.5070168397102057E11,1.3055619387255146E10
3.900000000000001E-5,3.3333333333333337E-6,5.317588353798102E-7,-2.9310390839957264E-9,1.913787598921142E11,9.962281095621317E9
4.500000000000001E-5,3.3333333333333337E-6,5.399463000707724E-7,-2.13431329486668E-9,2.464860230172858E11,1.357549316640078E10
5.100000000000002E-5,3.3333333333333337E-6,5.460468862905977E-7,-1.618796209082776E-9,3.2331716148686304E11,1.4029208913864244E10
5.700000000000002E-5,3.3333333333333337E-6,5.500337878043779E-7,-8.093042060949342E-10,3.9666229610631757E11,1.3323494612458717E10
6.300000000000001E-5,3.3333333333333337E-6,5.525488121102083E-7,-5.241226837877773E-10,5.249375903063385E11,1.2484912676596176E10
6.900000000000002E-5,3.3333333333333337E-6,5.542784701032435E-7,-2.761398210953434E-10,6.982520619906387E11,1.3544686691822649E10
